Week Number,Job,Assembly,Assembly Description,Qty,Schedule_Group,Department Class,Department,OP_SEQ_NUM,OPERATION_DESCRIPTION,RESOURCE_OPERATIONS_SEQ,RESOURCE_CODE,DESCRIPTION,Usage,Qty Per Hour,Run Time Min,Run Time Hours,Operation Start Date,Operation Completion Date,Paint_Code,NVL(REQ.REQLIST;'NODEMANDFOUND'),SCHED_FLAG
13,3655243,578002,NVA-26B (FISHTAIL SEE-THRU CARPET EXTRACTION 275MM WITH STAINLESS STEEL EDGE STRIPS)(MANUFACTURING),800,CSS B13 WK 13-2022,CSS B13,FTAIL CELL,110,CSS FISH TAILS CELL,20,FTAIL CELL,CSS FISH TAILS CELL,0.025,40,1200,20,24/03/2022 08:00,28/03/2022 16:05,,GVE STAGE1=338,Yes
12,3655244,323099,LINK WIRE.BLACK.150.0M75.STRIPPED.TIN CLIP (SUPPRESSOR WIRE),10,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,WIRES UNDER 300MM,30,KOMAX,KOMAX MACHINES,0.000333,3000,0.2,0,24/03/2022 08:00,24/03/2022 08:06,,WIRE CELL=10,Yes
13,3655245,323222,LINK WIRE (DOUBLER) BROWN 250MM + 105MM,13440,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,DOUBLER WIRES,30,KOMAX,KOMAX MACHINES,0.001103,906.8,889.28,14.82,24/03/2022 08:00,28/03/2022 10:10,,LOOM CELL=13440,Yes
12,3655247,325912,NSP/PSP TERMINAL BLOCK PLUS INSERTS,1000,CSS B13 WK 13-2022,CSS B13,TERMN CELL,110,CSS TERMINAL BLOCK CELL,20,TERMN CELL,CSS TERMINAL BLOCK CELL,0.004167,240,250,4.17,24/03/2022 08:00,24/03/2022 12:31,,PODS CELL=1489,Yes
12,3655248,325912,NSP/PSP TERMINAL BLOCK PLUS INSERTS,1000,CSS B13 WK 13-2022,CSS B13,TERMN CELL,110,CSS TERMINAL BLOCK CELL,20,TERMN CELL,CSS TERMINAL BLOCK CELL,0.004167,240,250,4.17,24/03/2022 08:00,24/03/2022 12:31,,PODS CELL=1489,Yes
12,3655249,330206,MOTOR SHAFT INSERT,2,METAL SHOP WK 13-2022,METAL SHOP,SAW DEPT,110,METAL SAW,30,ADDISONSAW,ADDISON SAWS (2) - MEC 2000 AND ADIGE,0.001709,585,0.21,0,24/03/2022 08:00,24/03/2022 08:12,,CRO PREP/W=5,Yes
12,3655249,330206,MOTOR SHAFT INSERT,2,METAL SHOP WK 13-2022,METAL SHOP,TUMBLE,120,TUMBLE DEBURR,30,DEBURR01,DEBURR MACHINE,0.001389,720,0.17,0,24/03/2022 08:12,24/03/2022 08:18,,CRO PREP/W=5,Yes
12,3655249,330206,MOTOR SHAFT INSERT,2,METAL SHOP WK 13-2022,METAL SHOP,1MP0009,130,EDBROW PRESS 10 TONNE,30,MW9,PUNCH - MW9 PRESS TOOL,0.004167,240,0.5,0.01,24/03/2022 08:18,24/03/2022 08:30,,CRO PREP/W=5,Yes
12,3655250,323316,12 INCH WET 230V/120V MOTOR WIRE LOOM ASSEMBLY - 2 CIRCUITS,1252,CSS B13 WK 13-2022,CSS B13,LOOM CELL,110,LOOM CELL,30,LOOM CELL,CSS LOOM CELL,0.008056,124.137,605.14,10.09,24/03/2022 08:00,24/03/2022 11:02,,CT470 ST01=20  CVC STAGE1=316  GVE STAGE1=826  PREP-A1=77  WV470 ST01=163,Yes
13,3655251,330077,FLOOR MACHINE HANDLE TUBE (1025) PUNCH & NUTSERT PAINTED SILVER,150,METAL SHOP WK 13-2022,METAL SHOP,HANDLEDEPT,110,ALLY HANDLE PRESS,20,EBROWPRESS,EBROWPRESS FOR ALLY HANDLES,0.103413,9.67,930.71,15.51,24/03/2022 08:00,28/03/2022 11:01,222067,FMHANDCELL=160,Next
13,3655251,330077,FLOOR MACHINE HANDLE TUBE (1025) PUNCH & NUTSERT PAINTED SILVER,150,METAL SHOP WK 13-2022,METAL SHOP,HANDLEDEPT,120,ALLY HANDLE DRILL,20,BEMA DRILL,BEMA DRILL FOR ALLY HANDLES,0.103413,9.67,930.71,15.51,24/03/2022 08:00,28/03/2022 11:01,222067,FMHANDCELL=160,Next
13,3655251,330077,FLOOR MACHINE HANDLE TUBE (1025) PUNCH & NUTSERT PAINTED SILVER,150,METAL SHOP WK 13-2022,METAL SHOP,HANDLEDEPT,130,ALLY HANDLE NUTSERT,20,NUTSERT1,AVDEL NUTSERT MACHINE,0.103413,9.67,930.71,15.51,24/03/2022 08:00,28/03/2022 11:01,222067,FMHANDCELL=160,Next
13,3655251,330077,FLOOR MACHINE HANDLE TUBE (1025) PUNCH & NUTSERT PAINTED SILVER,150,METAL SHOP WK 13-2022,PAINT SHOP,PAINT CELL,140,PAINT BOOTH SILVER,30,LRGBOOTH01,SILVER PAINT ONLY,0.000862,1160,7.76,0.13,24/03/2022 08:00,24/03/2022 08:25,222067,FMHANDCELL=160,Yes
12,3655252,338631,PRESS CAM ASSEMBLY,4,METAL SHOP WK 13-2022,METAL SHOP,DRILL DEPT,110,METAL SHOP DRILLS,30,DRILL 1,MULTIPLE DRILL BANKS,0.016667,60,4,0.07,24/03/2022 08:00,24/03/2022 08:14,,WELD DEPT=4,Yes
13,3655253,122735,850 FLOOR TOOL WRAP,1,BOX SUBS WK 13-2022,CSS B13,BOX CELL,120,PLOTTER MACHINE FOR BOX CELL,120,PLOTTER,PLOTTER MACHINE FOR BOX CELL,0.0625,16,3.75,0.06,28/03/2022 08:05,28/03/2022 08:09,,TTECFTCELL=1,Yes
12,3655254,338878,HANDLE FRAME WELD ASSEMBLY (MILD STEEL) PTY PAINTED SILVER,250,METAL_WELD WK 13-2022,METAL SHOP,WELD DEPT,110,MANUAL WELD,30,MANWELD01,MIG WELDING BAYS,0.047081,21.24,706.21,11.77,24/03/2022 08:00,24/03/2022 10:48,222067,No Demand found,Yes
12,3655254,338878,HANDLE FRAME WELD ASSEMBLY (MILD STEEL) PTY PAINTED SILVER,250,METAL_WELD WK 13-2022,PAINT SHOP,PAINT CELL,120,PAINT BOOTH SILVER,30,LRGBOOTH01,SILVER PAINT ONLY,0.004167,240,62.5,1.04,24/03/2022 10:48,24/03/2022 12:08,222067,No Demand found,Yes
12,3655257,391116,19MM OD X 14G ERW X 0.460 MILD STEEL CROSS TUBE,560,METAL SHOP WK 13-2022,METAL SHOP,SAW DEPT,110,METAL SAW,30,ADDISONSAW,ADDISON SAWS (2) - MEC 2000 AND ADIGE,0.001709,585,57.44,0.96,24/03/2022 08:00,24/03/2022 08:58,,WELD DEPT=560,Yes
12,3655258,321102,DUPLEX HANDLE BASE MOULD ASSY(HARDWIRE),15,CSS B13 WK 13-2022,CSS B13,HANDLECELL,110,HANDLE BASE ASSEMBLY CELL,30,HAND CELL,HANDLE BASE ASSEMBLY CELL,0.008333,120,7.5,0.13,24/03/2022 08:00,24/03/2022 08:14,,HANDLECELL=15,Yes
12,3655259,304211,NSU BASE MOULDING MODIFIED (PRINTED),4,CSS B13 WK 13-2022,CSS B13,ACCE4 CELL,110,CSS ACCESSORIES 4 CELL,20,ACCE4 CELL,CSS ACCESSORIES 4 CELL,0.025,40,6,0.1,24/03/2022 08:00,24/03/2022 08:11,,No Demand found,Yes
13,3655260,323223,LINK WIRE (DOUBLER) BLUE 195MM + 120MM,13440,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,DOUBLER WIRES,30,KOMAX,KOMAX MACHINES,0.001153,867.46,929.61,15.49,24/03/2022 08:00,28/03/2022 11:05,,LOOM CELL=13440,Yes
12,3655261,307063,WAND STRAIGHT AND MOUNTING PLATE (472),310,METAL SHOP WK 13-2022,METAL SHOP,DERM-001,120,EXPAND/REDUCE MACHINE FOR WAND CELL,20,DERM-001,EXPAND/REDUCE MACHINE FOR WAND CELL,0.001176,850,21.88,0.36,24/03/2022 08:00,24/03/2022 08:22,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
12,3655261,307063,WAND STRAIGHT AND MOUNTING PLATE (472),310,METAL SHOP WK 13-2022,METAL SHOP,UWW-001,130,UNISON WASH MACHINE FOR WAND CELL,20,UWW-001,UNISON WASH MACHINE FOR WAND CELL,0.001176,850,21.88,0.36,24/03/2022 08:00,24/03/2022 08:22,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
12,3655261,307063,WAND STRAIGHT AND MOUNTING PLATE (472),310,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,140,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,21.88,0.36,24/03/2022 08:00,24/03/2022 08:22,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
12,3655261,307063,WAND STRAIGHT AND MOUNTING PLATE (472),310,METAL SHOP WK 13-2022,METAL SHOP,SSW-002,160,WELD OPERATION FOR WAND CELL,20,SSW-002,WELD RESOURCE FOR WAND CELL,0.01,100,186,3.1,24/03/2022 08:00,24/03/2022 11:21,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
12,3655262,321872,LINK WIRE.GREEN/YELLOW.120.1M5.M5 RING.PIGGYBACK,100,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,WIRES UNDER 300MM,30,KOMAX,KOMAX MACHINES,0.000333,3000,2,0.03,24/03/2022 08:00,24/03/2022 08:07,,TTHANDCELL=52,Yes
12,3655263,307064,BEND AND MOUNTING PLATE (422),311,METAL SHOP WK 13-2022,METAL SHOP,VCP-001,120,PUNCH MACHINE FOR WAND CELL,20,VCP-001,PUNCH MACHINE FOR WAND CELL,0.002,500,37.32,0.62,24/03/2022 08:00,24/03/2022 08:38,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
12,3655263,307064,BEND AND MOUNTING PLATE (422),311,METAL SHOP WK 13-2022,METAL SHOP,DERM-002,130,DOUBLE REDUCE MACHINE FOR WAND CELL,20,DERM-002,DOUBLE REDUCE MACHINE FOR WAND CELL,0.002,500,37.32,0.62,24/03/2022 08:00,24/03/2022 08:38,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
12,3655263,307064,BEND AND MOUNTING PLATE (422),311,METAL SHOP WK 13-2022,METAL SHOP,UWW-001,140,UNISON WASH MACHINE FOR WAND CELL,20,UWW-001,UNISON WASH MACHINE FOR WAND CELL,0.001176,850,21.95,0.37,24/03/2022 08:00,24/03/2022 08:22,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
12,3655263,307064,BEND AND MOUNTING PLATE (422),311,METAL SHOP WK 13-2022,METAL SHOP,LHC-002-CH,150,VOLUME CONTROL BY HAND FOR WAND CELL,20,LHC-002-CH,VOLUME CONTROL BY HAND FOR WAND CELL,0.002,500,37.32,0.62,24/03/2022 08:00,24/03/2022 08:38,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
12,3655263,307064,BEND AND MOUNTING PLATE (422),311,METAL SHOP WK 13-2022,METAL SHOP,SSW-002,170,WELD OPERATION FOR WAND CELL,20,SSW-002,WELD RESOURCE FOR WAND CELL,0.01,100,186.6,3.11,24/03/2022 08:00,24/03/2022 11:22,,CT470 ST01=20  GVE STAGE1=482  PREP-C1=18,Next
13,3655264,122386,DUSTROL 200 FITTING,42,BOX SUBS WK 13-2022,CSS B13,BOX CELL,120,PLOTTER MACHINE FOR BOX CELL,120,PLOTTER,PLOTTER MACHINE FOR BOX CELL,0.041667,24,105,1.75,28/03/2022 08:05,28/03/2022 09:51,,PREP-A1=42,Yes
12,3655265,325974,PPH 370 WHITE DRUM PUNCH FOR NECK,20,METAL SHOP WK 13-2022,METAL SHOP,DRUM DEPT,110,METAL SHOP DRUM,30,PUNCH01,LID AND DRUM PUNCH,0.030562,32.72,36.67,0.61,24/03/2022 08:00,24/03/2022 08:37,,No Demand found,Yes
13,3655266,404166,TTB4045/4055 AMER MOTOR ADAPTOR PLATE PAINT SILVER,12,PAINT CELL WK 13-2022,PAINT SHOP,PAINT CELL,110,PAINT BOOTH SILVER,30,LRGBOOTH01,SILVER PAINT ONLY,0.001852,540,1.33,0.02,28/03/2022 08:00,28/03/2022 08:19,222067,TT6055PREP=12,Yes
13,3655267,577413,NLL.HANDLE ASSEMBLY.230V,31,VAC D SUBS WK 13-2022,FLOORCARE,FMHANDCELL,110,FM HANDLE ASSY,20,FMHANDLINE,FLOOR MACHINE HANDLE ASSEMBLY LINE,0.2,5,372,6.2,28/03/2022 08:00,28/03/2022 11:21,,MOTOR CELL=31,Next
12,3655268,323290,SEAT PRESSURE SWITCH,5,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,,30,AM21,AM21 MACHINES,0.1,10,30,0.5,24/03/2022 08:00,24/03/2022 08:35,,CRO PREP/W=21  Sales order=2,Yes
13,3655269,122695,CARTON (480 X 410 X 810 ),56,Manu Service WK 13-2022,CSS B13,BOX CELL,120,CUTTING MACHINE FOR BOX CELL,120,CUTTER,CUTTING MACHINE FOR BOX CELL,0.013333,75,44.8,0.75,28/03/2022 08:05,28/03/2022 08:50,,No Demand found,Yes
13,3655269,122695,CARTON (480 X 410 X 810 ),56,Manu Service WK 13-2022,CSS B13,BOX CELL,130,AUTOBOX MACHINE FOR BOX CELL,120,AUTOBOX,AUTOBOX MACHINE FOR BOX CELL,0.013333,75,44.8,0.75,28/03/2022 08:50,28/03/2022 09:35,,No Demand found,Yes
13,3655269,122695,CARTON (480 X 410 X 810 ),56,Manu Service WK 13-2022,CSS B13,BOX CELL,140,GLUE MACHINE FOR BOX CELL,120,GLUEMACH,GLUE MACHINE FOR BOX CELL,0.013333,75,44.8,0.75,28/03/2022 09:35,28/03/2022 10:35,,No Demand found,Yes
12,3655270,391440,1/2 INCH  DIA X 18G S/S TUBE  (0.041),156,METAL SHOP WK 13-2022,METAL SHOP,SAW DEPT,110,METAL SAW,30,ADDISONSAW,ADDISON SAWS (2) - MEC 2000 AND ADIGE,0.006667,150,62.4,1.04,24/03/2022 08:00,24/03/2022 09:03,,TTB DECK=74,Yes
12,3655270,391440,1/2 INCH  DIA X 18G S/S TUBE  (0.041),156,METAL SHOP WK 13-2022,METAL SHOP,TUMBLE,120,TUMBLE DEBURR,30,DEBURR01,DEBURR MACHINE,0.001389,720,13,0.22,24/03/2022 09:03,24/03/2022 09:15,,TTB DECK=74,Yes
12,3655271,321618,TTB 1840 BATTERY LEAD ASSEMBLY,1,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,,30,AM21,AM21 MACHINES,0.083333,12,5,0.08,24/03/2022 08:00,24/03/2022 08:10,,VACD SERVC=50,Yes
12,3655272,330200,CRO SEPARATOR BRACKET ASSEMBLY,5,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,,30,AM21,AM21 MACHINES,0.033333,30,10,0.17,24/03/2022 08:00,24/03/2022 08:15,,CRO PREP/W=21,Yes
13,3655273,122513,BUFFER,14,BOX SUBS WK 13-2022,CSS B13,BOX CELL,120,CUTTING MACHINE FOR BOX CELL,120,CUTTER,CUTTING MACHINE FOR BOX CELL,0.008333,120,7,0.12,28/03/2022 08:05,28/03/2022 08:12,,LINEFEED=14,Yes
13,3655273,122513,BUFFER,14,BOX SUBS WK 13-2022,CSS B13,BOX CELL,130,AUTOBOX MACHINE FOR BOX CELL,120,AUTOBOX,AUTOBOX MACHINE FOR BOX CELL,0.008333,120,7,0.12,28/03/2022 08:12,28/03/2022 08:19,,LINEFEED=14,Yes
12,3655274,339313,LID SUPPORT FRAME (MILD STEEL),14,METAL SHOP WK 13-2022,METAL SHOP,SAW DEPT,110,METAL SAW,30,ADDISONSAW,ADDISON SAWS (2) - MEC 2000 AND ADIGE,0.003003,333,2.52,0.04,24/03/2022 08:00,24/03/2022 08:03,,WELD DEPT=14,Yes
12,3655274,339313,LID SUPPORT FRAME (MILD STEEL),14,METAL SHOP WK 13-2022,METAL SHOP,1MP0004,120,LANGBOW TWIN BENDING MACHINE,30,1MP0004,LANGBOW TWIN BENDING MACHINE,0.004167,240,3.5,0.06,24/03/2022 08:03,24/03/2022 08:18,,WELD DEPT=14,Yes
12,3655274,339313,LID SUPPORT FRAME (MILD STEEL),14,METAL SHOP WK 13-2022,METAL SHOP,1MP0051,130,NOTCHING MACHINE,30,1MP0051,NOTCHING MACHINE,0.005556,180,4.67,0.08,24/03/2022 08:18,24/03/2022 08:28,,WELD DEPT=14,Yes
12,3655274,339313,LID SUPPORT FRAME (MILD STEEL),14,METAL SHOP WK 13-2022,METAL SHOP,1MP0011,140,MULTI-PUNCH RIG,30,1MP0011,MULTI-PUNCH RIG,0.004167,240,3.5,0.06,24/03/2022 08:28,24/03/2022 08:43,,WELD DEPT=14,Yes
12,3655274,339313,LID SUPPORT FRAME (MILD STEEL),14,METAL SHOP WK 13-2022,METAL SHOP,MANNUTSERT,150,MANUAL NUTSERT DEPARTMENT,20,MANNUTSERT,MANUAL NUTSERT DEPARTMENT,0.008333,120,7,0.12,24/03/2022 08:43,24/03/2022 08:50,,WELD DEPT=14,Yes
13,3655276,321593,24V 3 STAGE TANGENTIAL VAC MOTOR & 600MM LONG LEAD ASSEMBLY,1,CSS WK 13-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.083333,12,5,0.08,28/03/2022 08:00,28/03/2022 08:10,,No Demand found,Yes
13,3655278,122452,VARIO PCB REPLACEMENT KIT BOX (LENGTH 160MM X HEIGHT 250MM X WIDTH 50MM),1,BOX SUBS WK 13-2022,CSS B13,BOX CELL,120,CUTTING MACHINE FOR BOX CELL,120,CUTTER,CUTTING MACHINE FOR BOX CELL,0.009524,105,0.57,0.01,28/03/2022 08:05,28/03/2022 08:06,,No Demand found,Yes
13,3655278,122452,VARIO PCB REPLACEMENT KIT BOX (LENGTH 160MM X HEIGHT 250MM X WIDTH 50MM),1,BOX SUBS WK 13-2022,CSS B13,BOX CELL,130,AUTOBOX MACHINE FOR BOX CELL,120,AUTOBOX,AUTOBOX MACHINE FOR BOX CELL,0.009524,105,0.57,0.01,28/03/2022 08:06,28/03/2022 08:07,,No Demand found,Yes
13,3655278,122452,VARIO PCB REPLACEMENT KIT BOX (LENGTH 160MM X HEIGHT 250MM X WIDTH 50MM),1,BOX SUBS WK 13-2022,CSS B13,BOX CELL,140,GLUE MACHINE FOR BOX CELL,120,GLUEMACH,GLUE MACHINE FOR BOX CELL,0.009524,105,0.57,0.01,28/03/2022 08:07,28/03/2022 08:08,,No Demand found,Yes
13,3655279,122771,CARTON  (451 X 451 X 660) (CV/CVD570),9,BOX SUBS WK 13-2022,CSS B13,BOX CELL,120,CUTTING MACHINE FOR BOX CELL,120,CUTTER,CUTTING MACHINE FOR BOX CELL,0.013333,75,7.2,0.12,28/03/2022 08:05,28/03/2022 08:13,,PREP-C1=9,Yes
13,3655279,122771,CARTON  (451 X 451 X 660) (CV/CVD570),9,BOX SUBS WK 13-2022,CSS B13,BOX CELL,130,AUTOBOX MACHINE FOR BOX CELL,120,AUTOBOX,AUTOBOX MACHINE FOR BOX CELL,0.013333,75,7.2,0.12,28/03/2022 08:13,28/03/2022 08:21,,PREP-C1=9,Yes
13,3655279,122771,CARTON  (451 X 451 X 660) (CV/CVD570),9,BOX SUBS WK 13-2022,CSS B13,BOX CELL,140,GLUE MACHINE FOR BOX CELL,120,GLUEMACH,GLUE MACHINE FOR BOX CELL,0.013333,75,7.2,0.12,28/03/2022 08:21,28/03/2022 08:29,,PREP-C1=9,Yes
12,3655280,913566,NUC244 FLOORTOOL LINK ARM ASSEMBLY,50,CSS B13 WK 13-2022,CSS B13,FTOOL CELL,110,FTOOL CELL,30,FTOOL CELL,CSS FLOOTOOL CELL,0.016667,60,50,0.83,24/03/2022 08:00,24/03/2022 08:56,,244 STAGE1=288,Yes
13,3655281,418757,COVER PULL TUBE (PAINT SILVER),20,PAINT SALES WK 13-2022,PAINT SHOP,PAINT CELL,110,PAINT BOOTH SILVER,30,LRGBOOTH01,SILVER PAINT ONLY,0.000862,1160,1.03,0.02,28/03/2022 08:00,28/03/2022 08:19,,Sales order=20,Yes
13,3655282,906530,CARTON (1230 X 535 X 400),19,BOX SUBS WK 13-2022,CSS B13,BOX CELL,120,CUTTING MACHINE FOR BOX CELL,120,CUTTER,CUTTING MACHINE FOR BOX CELL,0.083333,12,95,1.58,28/03/2022 08:05,28/03/2022 09:40,,LINEFEED=19,Yes
13,3655282,906530,CARTON (1230 X 535 X 400),19,BOX SUBS WK 13-2022,CSS B13,BOX CELL,130,AUTOBOX MACHINE FOR BOX CELL,120,AUTOBOX,AUTOBOX MACHINE FOR BOX CELL,0.083333,12,95,1.58,28/03/2022 09:40,28/03/2022 11:30,,LINEFEED=19,Yes
13,3655282,906530,CARTON (1230 X 535 X 400),19,BOX SUBS WK 13-2022,CSS B13,BOX CELL,140,GLUE MACHINE FOR BOX CELL,120,GLUEMACH,GLUE MACHINE FOR BOX CELL,0.083333,12,95,1.58,28/03/2022 11:30,28/03/2022 13:35,,LINEFEED=19,Yes
13,3655283,912652,NRV BLACK COVER.ECO WITH NEON 1 STAGE TMH SUB ASSEMBLY.PRINT WHITE HENRY XL PLUS,1144,VAC B SUBS WK 13-2022,VAC B,HOTFOILPRT,120,IMPRESS HOT FOIL PRINTING HVR/NRV/PPR,120,IMPRESS MC,IMPRESS HOT FOIL PRINTING,0.009524,105,653.71,10.9,28/03/2022 08:15,28/03/2022 20:09,,S1 REELERS=1144,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,SAW DEPT,110,METAL SAW,30,ADDISONSAW,ADDISON SAWS (2) - MEC 2000 AND ADIGE,0.003333,300,4,0.07,24/03/2022 08:00,24/03/2022 08:04,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,1MP0014,120,LANGBOW TWIN BENDING MACHINE,30,1MP0014,LANGBOW TWIN BENDING MACHINE,0.005556,180,6.67,0.11,24/03/2022 08:04,24/03/2022 08:22,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,1MP0052,130,DOUBLE REDUCING MACHINE,30,1MP0052,DOUBLE REDUCING MACHINE,0.005556,180,6.67,0.11,24/03/2022 08:22,24/03/2022 08:34,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,1MP0055,140,AVA-MATIC CASTOR INSERTING MACHINE,30,1MP0055,AVA-MATIC CASTOR INSERTING MACHINE,0.008333,120,10,0.17,24/03/2022 08:34,24/03/2022 08:49,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,1MP0019,150,MULTI-PUNCH RIG,30,1MP0019,MULTI-PUNCH RIG,0.005556,180,6.67,0.11,24/03/2022 08:49,24/03/2022 09:07,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,1MP0019,160,MULTI-PUNCH RIG,30,1MP0019,MULTI-PUNCH RIG,0.005556,180,6.67,0.11,24/03/2022 09:07,24/03/2022 09:25,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,1MP0017,170,LANGBOW TWIN RADIUS BENDING MACHINE,30,1MP0017,LANGBOW TWIN RADIUS BENDING MACHINE,0.005556,180,6.67,0.11,24/03/2022 09:25,24/03/2022 09:43,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,1MP0050,180,MULTI-PUNCH RIG,30,1MP0050,MULTI-PUNCH RIG,0.005556,180,6.67,0.11,24/03/2022 09:43,24/03/2022 10:01,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,1MP0007,190,LANGBOW TWIN CRANK BENDING MACHINE,30,1MP0007,LANGBOW TWIN CRANK BENDING MACHINE,0.005556,180,6.67,0.11,24/03/2022 10:01,24/03/2022 10:34,,PAINT CELL=18,Yes
12,3655284,338919,LEFT HAND UPRIGHT FRAME (MILD STEEL),20,METAL SHOP WK 13-2022,METAL SHOP,MANNUTSERT,200,MANUAL NUTSERT DEPARTMENT,20,MANNUTSERT,MANUAL NUTSERT DEPARTMENT,0.008333,120,10,0.17,24/03/2022 10:34,24/03/2022 10:44,,PAINT CELL=18,Yes
12,3655285,312006,RED SWITCH ASSY WITH 1 SWITCH MOUNTING BRKT & SWITCH COVER,2,CSS B13 WK 13-2022,CSS B13,HANDLECELL,110,HANDLE SWITCH & LOOM ASSEMBLY CELL,30,HASSY CELL,HANDLE SWITCH & LOOM ASSEMBLY CELL,0.003521,284,0.42,0.01,24/03/2022 08:00,24/03/2022 08:06,,PREP-A1=92,Yes
12,3655286,391361,375MM FIXED TUBE PROCESSED (PVT 220 TROLLEY VAC),44,METAL SHOP WK 13-2022,METAL SHOP,1MP0010,110,EDBROW PRESS 20 TONNE,30,MW44,PUNCH - MW44 PRESS TOOL,0.004167,240,11,0.18,24/03/2022 08:00,24/03/2022 08:23,,ACCE1 CELL=44,Yes
12,3655287,391359,220 TROLLEY VAC MOVING TUBE ASSEMBLY,44,METAL SHOP WK 13-2022,METAL SHOP,1MP0010,120,EDBROW PRESS 20 TONNE,30,MW43,PUNCH - MW43 PRESS TOOL,0.004167,240,11,0.18,24/03/2022 08:00,24/03/2022 08:23,,ACCE1 CELL=44,Yes
12,3655288,330094,MOTOR WIRE SLEEVE (SHORT),22,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.008333,120,11,0.18,24/03/2022 08:00,24/03/2022 08:16,,MOTOR CELL=33,Yes
13,3655289,321417,DETERGENT PUMP & SOLDERED LEAD ASSEMBLY (Ø6.1/Ø7.2 CONNECTIONS),5,CSS WK 13-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.116686,8.57,35.01,0.58,28/03/2022 08:00,28/03/2022 08:41,,No Demand found,Yes
13,3655290,325921,PSP TOP MOTOR HOUSING (MID BLUE) PRINTED BLACK NUMATIC (ART0249/4510),257,VAC B SUBS WK 13-2022,VAC B,HOTFOILPRT,120,IMPRESS HOT FOIL PRINTING PSP/JVP/NVH,120,IMPRESS MC,IMPRESS HOT FOIL PRINTING,0.008333,120,128.5,2.14,28/03/2022 08:15,28/03/2022 10:34,,S1 LOOMS=380,Yes
12,3655291,601027,32MM O/D STAINLESS STEEL TUBE BEND WITH VOLUME CONTROL,791,METAL SHOP WK 13-2022,METAL SHOP,VCP-001,120,PUNCH MACHINE FOR WAND CELL,20,VCP-001,PUNCH MACHINE FOR WAND CELL,0.002,500,94.92,1.58,24/03/2022 08:00,24/03/2022 09:35,,PREP-A1=76  PREP-C1=64  S1 REELERS=322  WAND SET=311,Next
12,3655291,601027,32MM O/D STAINLESS STEEL TUBE BEND WITH VOLUME CONTROL,791,METAL SHOP WK 13-2022,METAL SHOP,DERM-002,130,DOUBLE REDUCE MACHINE FOR WAND CELL,20,DERM-002,DOUBLE REDUCE MACHINE FOR WAND CELL,0.002,500,94.92,1.58,24/03/2022 08:00,24/03/2022 09:35,,PREP-A1=76  PREP-C1=64  S1 REELERS=322  WAND SET=311,Next
