Week Number,Job,Assembly,Assembly Description,Qty,Schedule_Group,Department Class,Department,OP_SEQ_NUM,OPERATION_DESCRIPTION,RESOURCE_OPERATIONS_SEQ,RESOURCE_CODE,DESCRIPTION,Usage,Qty Per Hour,Run Time Min,Run Time Hours,Operation Start Date,Operation Completion Date,Paint_Code,NVL(REQ.REQLIST;'NODEMANDFOUND'),SCHED_FLAG
20,3622200,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),100,TT WK 05-2022,FLOORCARE,244 STAGE4,140,TTB.244 BUILD STAGE 4,20,244 STAGE4,TTB.244 BUILD STAGE 4 BASE,0.166667,6,1000,16.67,16/05/2022 08:00,18/05/2022 08:41,,Sales order=100,Next
20,3622200,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),100,TT WK 05-2022,FLOORCARE,244 STAGE5,150,TTB.244 BUILD STAGE 5,20,244 STAGE5,TTB.244 BUILD STAGE 5 BASE,0.166667,6,1000,16.67,16/05/2022 08:00,18/05/2022 08:41,,Sales order=100,Next
20,3622200,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),100,TT WK 05-2022,FLOORCARE,244 STAGE6,160,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,20,244 STAGE6,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,0.166667,6,1000,16.67,16/05/2022 08:00,18/05/2022 08:41,,Sales order=100,Next
20,3622200,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),100,TT WK 05-2022,FLOORCARE,244 TEST,170,TTB.244 TEST STAGE,20,244 TEST,TTB.244 TEST STAGE,0.166667,6,1000,16.67,16/05/2022 08:00,18/05/2022 08:41,,Sales order=100,Next
20,3622200,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),100,TT WK 05-2022,FLOORCARE,QA TEST,180,QUALITY ASSURANCE TEST,20,QA TEST,QUALITY ASSURANCE TEST,0.166667,6,1000,16.67,16/05/2022 08:00,18/05/2022 08:41,,Sales order=100,Next
20,3622200,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),100,TT WK 05-2022,FLOORCARE,244 PACK,190,TTB.244 PACK STAGE,20,244 PACK,TTB.244 PACK STAGE,0.166667,6,1000,16.67,16/05/2022 08:00,18/05/2022 08:41,,Sales order=100,Next
50,3623053,914392,RSU TANK BASE ASSEMBLY,5,CSS B13 WK 51-2021,CSS B13,ACCE1 CELL,110,ACCESSORIES 1 CELL,30,ACCE1 CELL,CSS FLOOTOOL CELL,0.04417,22.64,13.25,0.22,16/12/2021 08:00,16/12/2021 08:08,,No Demand found,Yes
50,3623054,914393,RSU PUMP HOUSING ASSEMBLY,7,CSS B13 WK 51-2021,CSS B13,ACCE1 CELL,110,ACCESSORIES 1 CELL,30,ACCE1 CELL,CSS FLOOTOOL CELL,0.05,20,21,0.35,16/12/2021 08:00,16/12/2021 08:09,,No Demand found,Yes
50,3623096,913899,RSU PUMP/SENSOR SUB-ASSEMBLY,7,CSS B13 WK 51-2021,CSS B13,ACCE1 CELL,110,ACCE CELL,30,ACCE1 CELL,CSS FLOOTOOL CELL,0.05,20,21,0.35,16/12/2021 08:00,16/12/2021 08:09,,ACCE1 CELL=7,Yes
6,3623845,913086,NBV.190.NX.BLACK REFLO.BLACK.2 SPEED.36V BRUSHLESS DC.KIT AA29E(PF270).V30.NUMATIC REFLO.LESS BATTERY,18,"12""MET WK 01-2022",VAC A,PREP-A1,110,VAC A METAL PREP BMH/LIDS,20,PREP-A1,VAC A METAL PREP BMH/LIDS,0.035714,28,38.57,0.64,07/02/2022 08:00,07/02/2022 08:39,,No Demand found,Next
6,3623845,913086,NBV.190.NX.BLACK REFLO.BLACK.2 SPEED.36V BRUSHLESS DC.KIT AA29E(PF270).V30.NUMATIC REFLO.LESS BATTERY,18,"12""MET WK 01-2022",VAC A,BUILD-A1,120,VAC A METAL BUILD STAGE 1,20,BUILD-A1,VAC A METAL BUILD STAGE 1,0.035714,28,38.57,0.64,07/02/2022 08:00,07/02/2022 08:39,,No Demand found,Next
6,3623845,913086,NBV.190.NX.BLACK REFLO.BLACK.2 SPEED.36V BRUSHLESS DC.KIT AA29E(PF270).V30.NUMATIC REFLO.LESS BATTERY,18,"12""MET WK 01-2022",VAC A,BUILD-A2,130,VAC A METAL BUILD STAGE 2,20,BUILD-A2,VAC A METAL BUILD STAGE 2,0.035714,28,38.57,0.64,07/02/2022 08:00,07/02/2022 08:39,,No Demand found,Next
6,3623845,913086,NBV.190.NX.BLACK REFLO.BLACK.2 SPEED.36V BRUSHLESS DC.KIT AA29E(PF270).V30.NUMATIC REFLO.LESS BATTERY,18,"12""MET WK 01-2022",VAC A,EOLT-A1,140,VAC A METAL END OF LINE TEST,20,EOLT-A1,VAC A METAL END OF LINE TEST,0.035714,28,38.57,0.64,07/02/2022 08:00,07/02/2022 08:39,,No Demand found,Next
6,3623845,913086,NBV.190.NX.BLACK REFLO.BLACK.2 SPEED.36V BRUSHLESS DC.KIT AA29E(PF270).V30.NUMATIC REFLO.LESS BATTERY,18,"12""MET WK 01-2022",VAC A,PACK-A1,150,VAC A METAL PACK,20,PACK-A1,VAC A METAL PACK,0.035714,28,38.57,0.64,07/02/2022 08:00,07/02/2022 08:39,,No Demand found,Next
51,3624649,903175,IP67 FUSE HOLDER.LITTELFUSE MAHC0001ZXJ.210.M6 RING.M6 RING,105,CSS B13 WK 01-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.025641,39,161.54,2.69,23/12/2021 08:00,23/12/2021 11:02,,No Demand found,Yes
2,3627479,599388,HFM.1515.ORANGE.V12.BASE ASSEMBLY.WITH DUST FILTER (BOELS),70,FM WK 02-2022,FLOORCARE,MOTOR CELL,110,FLOORCARE AND TT MOTOR CELL,20,MOTORASSY,MOTOR ASSEMBLY FOR TT AND FM LINES,0.1,10,420,7,10/01/2022 08:00,11/01/2022 08:39,,No Demand found,Next
2,3627479,599388,HFM.1515.ORANGE.V12.BASE ASSEMBLY.WITH DUST FILTER (BOELS),70,FM WK 02-2022,FLOORCARE,FM STAGE 1,120,FLOOR MACHINE BUILD STAGE 1,20,FM STAGE 1,FLOOR MACHINE BUILD STAGE 1,0.123457,8.1,518.52,8.64,10/01/2022 08:00,11/01/2022 08:39,,No Demand found,Next
2,3627479,599388,HFM.1515.ORANGE.V12.BASE ASSEMBLY.WITH DUST FILTER (BOELS),70,FM WK 02-2022,FLOORCARE,FM STAGE 2,130,FLOOR MACHINE BUILD STAGE 2,20,FM STAGE 2,FLOOR MACHINE BUILD STAGE 2,0.123457,8.1,518.52,8.64,10/01/2022 08:00,11/01/2022 08:39,,No Demand found,Next
2,3627479,599388,HFM.1515.ORANGE.V12.BASE ASSEMBLY.WITH DUST FILTER (BOELS),70,FM WK 02-2022,FLOORCARE,FMTESTPACK,140,FLOOR MACHINE TEST & PACK,20,FMTESTPACK,FLOOR MACHINE TEST & PACK,0.123457,8.1,518.52,8.64,10/01/2022 08:00,11/01/2022 08:39,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST01,110,CT470 MACHINES STAGE 1,20,CT470 ST01,CT470 MACHINES STAGE 1,0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST02,120,CT470 MACHINES STAGE 2,20,CT470 ST02,CT470 MACHINES STAGE 2,0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST03,130,CT470 MACHINES STAGE 3,20,CT470 ST03,CT470 MACHINES STAGE 3,0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST04,140,CT470 MACHINES STAGE 4,20,CT470 ST04,CT470 MACHINES STAGE 4,0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST05,150,CT470 MACHINES STAGE 5,20,CT470 ST05,CT470 MACHINES STAGE 5,0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST06,160,CT470 MACHINES STAGE 6,20,CT470 ST06,CT470 MACHINES STAGE 6,0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST07,170,CT470 MACHINES STAGE 7 (WATER&FLASH TEST),20,CT470 ST07,CT470 MACHINES STAGE 7 (WATER&FLASH TEST),0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST08,180,CT470 MACHINES STAGE 8 (EOL TEST),20,CT470 ST08,CT470 MACHINES STAGE 8 (EOL TEST),0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629715,827530,CT.470-2.BLUE.BLACK.V30.KIT A26A.BP,3,"12""WET WK 03-2022",VAC A,CT470 ST09,190,CT470 MACHINES STAGE 9 (PACK),20,CT470 ST09,CT470 MACHINES STAGE 9 (PACK),0.028571,35,5.14,0.09,20/01/2022 08:00,20/01/2022 08:12,,No Demand found,Next
3,3629759,599385,HFM.1515.150 RPM.GREY / GRAPHITE.V12.BASE ASSEMBLY,80,FM WK 03-2022,FLOORCARE,MOTOR CELL,110,FLOORCARE AND TT MOTOR CELL,20,MOTORASSY,MOTOR ASSEMBLY FOR TT AND FM LINES,0.1,10,480,8,19/01/2022 08:00,20/01/2022 09:53,,No Demand found,Next
3,3629759,599385,HFM.1515.150 RPM.GREY / GRAPHITE.V12.BASE ASSEMBLY,80,FM WK 03-2022,FLOORCARE,FM STAGE 1,120,FLOOR MACHINE BUILD STAGE 1,20,FM STAGE 1,FLOOR MACHINE BUILD STAGE 1,0.123457,8.1,592.59,9.88,19/01/2022 08:00,20/01/2022 09:53,,No Demand found,Next
3,3629759,599385,HFM.1515.150 RPM.GREY / GRAPHITE.V12.BASE ASSEMBLY,80,FM WK 03-2022,FLOORCARE,FM STAGE 2,130,FLOOR MACHINE BUILD STAGE 2,20,FM STAGE 2,FLOOR MACHINE BUILD STAGE 2,0.123457,8.1,592.59,9.88,19/01/2022 08:00,20/01/2022 09:53,,No Demand found,Next
3,3629759,599385,HFM.1515.150 RPM.GREY / GRAPHITE.V12.BASE ASSEMBLY,80,FM WK 03-2022,FLOORCARE,FMTESTPACK,140,FLOOR MACHINE TEST & PACK,20,FMTESTPACK,FLOOR MACHINE TEST & PACK,0.123457,8.1,592.59,9.88,19/01/2022 08:00,20/01/2022 09:53,,No Demand found,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,244 STAGE1,110,TTB.244 BUILD STAGE 1,20,244 STAGE1,TTB.244 BUILD STAGE 1 BASE,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,244 STAGE2,120,TTB.244 BUILD STAGE 2,20,244 STAGE2,TTB.244 BUILD STAGE 2 BASE,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,244 STAGE3,130,TTB.244 BUILD STAGE 3,20,244 STAGE3,TTB.244 BUILD STAGE 3 BASE,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,244 STAGE4,140,TTB.244 BUILD STAGE 4,20,244 STAGE4,TTB.244 BUILD STAGE 4 BASE,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,244 STAGE5,150,TTB.244 BUILD STAGE 5,20,244 STAGE5,TTB.244 BUILD STAGE 5 BASE,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,244 STAGE6,160,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,20,244 STAGE6,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,244 TEST,170,TTB.244 TEST STAGE,20,244 TEST,TTB.244 TEST STAGE,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,QA TEST,180,QUALITY ASSURANCE TEST,20,QA TEST,QUALITY ASSURANCE TEST,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
15,3629852,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,120,TT WK 06-2022,FLOORCARE,244 PACK,190,TTB.244 PACK STAGE,20,244 PACK,TTB.244 PACK STAGE,0.166667,6,1200,20,11/04/2022 08:00,13/04/2022 12:16,,Sales order=304,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,244 STAGE1,110,TTB.244 BUILD STAGE 1,20,244 STAGE1,TTB.244 BUILD STAGE 1 BASE,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,244 STAGE2,120,TTB.244 BUILD STAGE 2,20,244 STAGE2,TTB.244 BUILD STAGE 2 BASE,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,244 STAGE3,130,TTB.244 BUILD STAGE 3,20,244 STAGE3,TTB.244 BUILD STAGE 3 BASE,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,244 STAGE4,140,TTB.244 BUILD STAGE 4,20,244 STAGE4,TTB.244 BUILD STAGE 4 BASE,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,244 STAGE5,150,TTB.244 BUILD STAGE 5,20,244 STAGE5,TTB.244 BUILD STAGE 5 BASE,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,244 STAGE6,160,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,20,244 STAGE6,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,244 TEST,170,TTB.244 TEST STAGE,20,244 TEST,TTB.244 TEST STAGE,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,QA TEST,180,QUALITY ASSURANCE TEST,20,QA TEST,QUALITY ASSURANCE TEST,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
16,3629853,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,70,TT WK 07-2022,FLOORCARE,244 PACK,190,TTB.244 PACK STAGE,20,244 PACK,TTB.244 PACK STAGE,0.166667,6,700,11.67,18/04/2022 08:00,20/04/2022 11:26,,Sales order=155,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,244 STAGE1,110,TTB.244 BUILD STAGE 1,20,244 STAGE1,TTB.244 BUILD STAGE 1 BASE,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,244 STAGE2,120,TTB.244 BUILD STAGE 2,20,244 STAGE2,TTB.244 BUILD STAGE 2 BASE,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,244 STAGE3,130,TTB.244 BUILD STAGE 3,20,244 STAGE3,TTB.244 BUILD STAGE 3 BASE,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,244 STAGE4,140,TTB.244 BUILD STAGE 4,20,244 STAGE4,TTB.244 BUILD STAGE 4 BASE,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,244 STAGE5,150,TTB.244 BUILD STAGE 5,20,244 STAGE5,TTB.244 BUILD STAGE 5 BASE,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,244 STAGE6,160,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,20,244 STAGE6,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,244 TEST,170,TTB.244 TEST STAGE,20,244 TEST,TTB.244 TEST STAGE,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,QA TEST,180,QUALITY ASSURANCE TEST,20,QA TEST,QUALITY ASSURANCE TEST,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
14,3629854,913731,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY. C/W EURO + UK MAINS CABLE,90,TT WK 06-2022,FLOORCARE,244 PACK,190,TTB.244 PACK STAGE,20,244 PACK,TTB.244 PACK STAGE,0.166667,6,900,15,04/04/2022 08:00,05/04/2022 15:46,,Sales order=91,Next
2,3630305,906512,LINK WIRE.BLACK.65.1M5.FASTON.RING,21,CSS B13 WK 03-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.016667,60,21,0.35,13/01/2022 08:00,13/01/2022 08:27,,No Demand found,Yes
2,3630305,906512,LINK WIRE.BLACK.65.1M5.FASTON.RING,21,CSS B13 WK 03-2022,CSS B13,WIRE CELL,120,AM21 MACHINES + INSULATOR COVERS,30,AM21,AM21 MACHINES,0.016667,60,21,0.35,13/01/2022 08:27,13/01/2022 08:37,,No Demand found,Yes
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,244 STAGE1,110,TTB.244 BUILD STAGE 1,20,244 STAGE1,TTB.244 BUILD STAGE 1 BASE,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,244 STAGE2,120,TTB.244 BUILD STAGE 2,20,244 STAGE2,TTB.244 BUILD STAGE 2 BASE,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,244 STAGE3,130,TTB.244 BUILD STAGE 3,20,244 STAGE3,TTB.244 BUILD STAGE 3 BASE,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,244 STAGE4,140,TTB.244 BUILD STAGE 4,20,244 STAGE4,TTB.244 BUILD STAGE 4 BASE,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,244 STAGE5,150,TTB.244 BUILD STAGE 5,20,244 STAGE5,TTB.244 BUILD STAGE 5 BASE,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,244 STAGE6,160,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,20,244 STAGE6,TTB.244 BUILD STAGE 6 FINAL ASSEMBLY,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,244 TEST,170,TTB.244 TEST STAGE,20,244 TEST,TTB.244 TEST STAGE,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,QA TEST,180,QUALITY ASSURANCE TEST,20,QA TEST,QUALITY ASSURANCE TEST,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
14,3631438,913852,NUC.244.NX.36V.GRAPHITE TANK.V34.LESS BATTERY.LESS BRUSH (DE),60,TT WK 06-2022,FLOORCARE,244 PACK,190,TTB.244 PACK STAGE,20,244 PACK,TTB.244 PACK STAGE,0.166667,6,600,10,04/04/2022 08:00,05/04/2022 10:01,,Sales order=60,Next
4,3631947,606178,HFM / NPR DUSTROL KIT 130. MID BLUE,6,RSV / DUSTROL WK 04-2022,VAC A,PREP-A1,110,VAC A METAL PREP BMH/LIDS,20,PREP-A1,VAC A METAL PREP BMH/LIDS,0.038462,26,13.85,0.23,28/01/2022 08:00,28/01/2022 08:14,,No Demand found,Next
4,3631947,606178,HFM / NPR DUSTROL KIT 130. MID BLUE,6,RSV / DUSTROL WK 04-2022,VAC A,BUILD-A1,120,VAC A METAL BUILD STAGE 1,20,BUILD-A1,VAC A METAL BUILD STAGE 1,0.038462,26,13.85,0.23,28/01/2022 08:00,28/01/2022 08:14,,No Demand found,Next
4,3631947,606178,HFM / NPR DUSTROL KIT 130. MID BLUE,6,RSV / DUSTROL WK 04-2022,VAC A,BUILD-A2,130,VAC A METAL BUILD STAGE 2,20,BUILD-A2,VAC A METAL BUILD STAGE 2,0.038462,26,13.85,0.23,28/01/2022 08:00,28/01/2022 08:14,,No Demand found,Next
4,3631947,606178,HFM / NPR DUSTROL KIT 130. MID BLUE,6,RSV / DUSTROL WK 04-2022,VAC A,EOLT-A1,140,VAC A METAL END OF LINE TEST,20,EOLT-A1,VAC A METAL END OF LINE TEST,0.038462,26,13.85,0.23,28/01/2022 08:00,28/01/2022 08:14,,No Demand found,Next
4,3631947,606178,HFM / NPR DUSTROL KIT 130. MID BLUE,6,RSV / DUSTROL WK 04-2022,VAC A,PACK-A1,150,VAC A METAL PACK,20,PACK-A1,VAC A METAL PACK,0.038462,26,13.85,0.23,28/01/2022 08:00,28/01/2022 08:14,,No Demand found,Next
5,3634947,900226,NVP.370-11.BLUE.BLACK.V30.KIT NA1.DAF.620W.10M.NUMATIC HI-FLO,4,"12""PL WK 05-2022",VAC B,S1 LOOMS,110,LOOM ASSEMBLY STATION,20,LOOMS,LOOM ASSEMBLY STATION,0.008333,120,2,0.03,31/01/2022 08:00,31/01/2022 08:02,,No Demand found,Next
5,3634947,900226,NVP.370-11.BLUE.BLACK.V30.KIT NA1.DAF.620W.10M.NUMATIC HI-FLO,4,"12""PL WK 05-2022",VAC B,S2 DRUMS,120,DRUM STATION,20,DRUM ST,DRUM STATION,0.008333,120,2,0.03,31/01/2022 08:00,31/01/2022 08:02,,No Demand found,Next
